,RH_pct,u10_ms,N_frac,source,T_C,Rs_Wm2,u2,Rs_MJ,Ra_MJ,Rso_MJ,Rn_MJ,E_hourly_mm
2026-06-30 12:00:00,30.000000,3.700000,,datagouv,29.400000,927.777778,2.767419,3.340000,4.342812,3.262494,2.756517,0.900566
2026-06-30 13:00:00,28.000000,5.900000,,datagouv,29.700000,941.666667,4.412911,3.390000,4.144973,3.113869,2.794448,0.922831
2026-06-30 14:00:00,28.000000,5.700000,,datagouv,29.200000,841.666667,4.263321,3.030000,3.756845,2.822292,2.461692,0.810273
2026-06-30 15:00:00,28.000000,5.500000,,datagouv,28.900000,788.888889,4.113731,2.840000,3.204879,2.407633,2.285995,0.750731
2026-06-30 16:00:00,32.000000,6.300000,,datagouv,28.100000,655.555556,4.712092,2.360000,2.526689,1.898150,1.858921,0.609316
2026-06-30 17:00:00,37.000000,7.100000,,datagouv,26.700000,505.555556,5.310453,1.820000,1.768493,1.328563,1.376086,0.448757
2026-06-30 18:00:00,41.000000,6.900000,,datagouv,25.800000,322.222222,5.160862,1.160000,0.981962,0.737689,0.778976,0.258632
2026-06-30 19:00:00,43.000000,5.500000,,datagouv,24.500000,138.888889,4.113731,0.500000,0.234470,0.176143,0.172892,0.068204
2026-06-30 20:00:00,48.000000,5.900000,,datagouv,23.100000,0.000000,4.412911,0.000000,0.000000,0.000000,-0.278450,-0.066638
2026-06-30 21:00:00,56.000000,4.000000,,datagouv,21.200000,0.000000,2.991804,0.000000,0.000000,0.000000,-0.266517,-0.066389
2026-06-30 22:00:00,55.000000,4.300000,,datagouv,19.400000,0.000000,3.216190,0.000000,0.000000,0.000000,-0.275620,-0.066276
2026-06-30 23:00:00,67.000000,4.800000,,datagouv,18.000000,0.000000,3.590165,0.000000,0.000000,0.000000,-0.257468,-0.061735
2026-07-01 00:00:00,77.000000,3.400000,,datagouv,17.000000,0.000000,2.543034,0.000000,0.000000,0.000000,-0.244717,-0.060339
2026-07-01 01:00:00,84.000000,2.800000,,datagouv,15.800000,0.000000,2.094263,0.000000,0.000000,0.000000,-0.239398,-0.058968
2026-07-01 02:00:00,87.000000,3.000000,,datagouv,15.500000,0.000000,2.243853,0.000000,0.000000,0.000000,-0.236462,-0.058221
2026-07-01 03:00:00,89.000000,2.800000,,datagouv,15.100000,0.000000,2.094263,0.000000,0.000000,0.000000,-0.235516,-0.057849
2026-07-01 04:00:00,89.000000,2.500000,,datagouv,14.800000,0.000000,1.869878,0.000000,0.196783,0.147831,-0.011844,-0.001435
2026-07-01 05:00:00,84.000000,2.100000,,datagouv,15.100000,13.888889,1.570697,0.050000,0.930580,0.699089,0.033876,0.010632
2026-07-01 06:00:00,76.000000,3.100000,,datagouv,17.000000,125.000000,2.318648,0.450000,1.717483,1.290242,0.384233,0.105084
2026-07-01 07:00:00,66.000000,3.800000,,datagouv,19.500000,291.666667,2.842214,1.050000,2.479279,1.862534,0.862039,0.244914
2026-07-01 08:00:00,60.000000,3.800000,,datagouv,20.700000,388.888889,2.842214,1.400000,3.164052,2.376962,1.172346,0.339135
2026-07-01 09:00:00,55.000000,3.100000,,datagouv,21.800000,544.444444,2.318648,1.960000,3.725135,2.798471,1.644624,0.481471
2026-07-01 10:00:00,51.000000,3.500000,,datagouv,23.500000,680.555556,2.617829,2.450000,4.124293,3.098334,2.061143,0.619542
2026-07-01 11:00:00,53.000000,3.000000,,datagouv,23.300000,605.555556,2.243853,2.180000,4.334322,3.256116,1.859113,0.556826
2026-07-01 12:00:00,46.000000,4.300000,,datagouv,24.300000,702.777778,3.216190,2.530000,4.340911,3.261066,2.132971,0.651317
2026-07-01 13:00:00,44.000000,4.300000,,datagouv,25.200000,636.111111,3.216190,2.290000,4.143609,3.112845,1.925919,0.597795
2026-07-01 14:00:00,40.000000,3.800000,,datagouv,25.600000,713.888889,2.842214,2.570000,3.755863,2.821555,2.107309,0.656473
2026-07-01 15:00:00,36.000000,2.700000,,datagouv,26.700000,713.888889,2.019468,2.570000,3.204097,2.407046,2.062504,0.651080
2026-07-01 16:00:00,35.000000,3.300000,,datagouv,26.800000,677.777778,2.468239,2.440000,2.525913,1.897567,1.939619,0.615529
2026-07-01 17:00:00,37.000000,3.600000,,datagouv,26.200000,433.333333,2.692624,1.560000,1.767528,1.327837,1.135048,0.363298
2026-07-01 18:00:00,40.000000,4.300000,,datagouv,25.700000,316.666667,3.216190,1.140000,0.980624,0.736684,0.756917,0.246120
2026-07-01 19:00:00,43.000000,4.300000,,datagouv,24.500000,105.555556,3.216190,0.380000,0.233025,0.175058,0.062492,0.032616
2026-07-01 20:00:00,48.000000,2.600000,,datagouv,22.800000,0.000000,1.944673,0.000000,0.000000,0.000000,-0.279633,-0.072628
2026-07-01 21:00:00,52.000000,3.100000,,datagouv,21.400000,0.000000,2.318648,0.000000,0.000000,0.000000,-0.275028,-0.069613
2026-07-01 22:00:00,57.000000,2.500000,,datagouv,20.100000,0.000000,1.869878,0.000000,0.000000,0.000000,-0.268763,-0.068115
2026-07-01 23:00:00,61.000000,1.000000,,datagouv,18.600000,0.000000,0.747951,0.000000,0.000000,0.000000,-0.266348,-0.068102
2026-07-02 00:00:00,69.000000,2.300000,,datagouv,17.600000,0.000000,1.720287,0.000000,0.000000,0.000000,-0.255548,-0.063553
2026-07-02 01:00:00,75.000000,2.200000,,datagouv,17.000000,0.000000,1.645492,0.000000,0.000000,0.000000,-0.247954,-0.061736
2026-07-02 02:00:00,75.000000,1.700000,,datagouv,16.100000,0.000000,1.271517,0.000000,0.000000,0.000000,-0.251702,-0.061938
2026-07-02 03:00:00,77.000000,1.300000,,datagouv,15.400000,0.000000,0.972336,0.000000,0.000000,0.000000,-0.251411,-0.061449
2026-07-02 04:00:00,83.000000,1.600000,,datagouv,13.700000,0.000000,1.196722,0.000000,0.191761,0.144059,-0.012471,-0.001168
2026-07-02 05:00:00,80.000000,0.700000,,datagouv,14.700000,16.666667,0.523566,0.060000,0.923922,0.694087,0.042712,0.012472
2026-07-02 06:00:00,70.000000,1.300000,,datagouv,17.300000,133.333333,0.972336,0.480000,1.711244,1.285555,0.402308,0.109902
2026-07-02 07:00:00,65.000000,1.500000,,datagouv,18.700000,300.000000,1.121927,1.080000,2.473610,1.858275,0.881348,0.244157
2026-07-02 08:00:00,55.000000,2.100000,,datagouv,20.700000,469.444444,1.570697,1.690000,3.159066,2.373217,1.389241,0.398866
2026-07-02 09:00:00,45.000000,2.700000,,datagouv,22.400000,630.555556,2.019468,2.270000,3.720900,2.795289,1.872668,0.553693
2026-07-02 10:00:00,38.000000,4.400000,,datagouv,24.000000,766.666667,3.290985,2.760000,4.120824,3.095728,2.279591,0.694165
2026-07-02 11:00:00,42.000000,4.000000,,datagouv,25.200000,866.666667,2.991804,3.120000,4.331582,3.254058,2.598952,0.801730
2026-07-02 12:00:00,41.000000,4.300000,,datagouv,26.000000,916.666667,3.216190,3.300000,4.338814,3.259490,2.748591,0.857740
2026-07-02 13:00:00,43.000000,4.500000,,datagouv,27.500000,922.222222,3.365780,3.320000,4.142025,3.111654,2.780459,0.885325
2026-07-02 14:00:00,42.000000,4.600000,,datagouv,28.200000,863.888889,3.440575,3.110000,3.754626,2.820625,2.587270,0.832894
2026-07-02 15:00:00,47.000000,5.700000,,datagouv,28.300000,725.000000,4.263321,2.610000,3.203019,2.406236,2.145146,0.695055
2026-07-02 16:00:00,49.000000,5.700000,,datagouv,28.400000,644.444444,4.263321,2.320000,2.524793,1.896726,1.885646,0.613154
2026-07-02 17:00:00,54.000000,6.100000,,datagouv,27.700000,497.222222,4.562502,1.790000,1.766170,1.326818,1.409579,0.457395
2026-07-02 18:00:00,49.000000,5.600000,,datagouv,27.700000,280.555556,4.188526,1.010000,0.978848,0.735350,0.676241,0.227965
2026-07-02 19:00:00,57.000000,6.400000,,datagouv,25.600000,158.333333,4.786887,0.570000,0.231207,0.173692,0.282718,0.100237
2026-07-02 20:00:00,64.000000,5.500000,,datagouv,23.600000,0.000000,4.113731,0.000000,0.000000,0.000000,-0.235831,-0.059715
2026-07-02 21:00:00,69.000000,4.100000,,datagouv,22.300000,0.000000,3.066599,0.000000,0.000000,0.000000,-0.232237,-0.060381
2026-07-02 22:00:00,75.000000,3.600000,,datagouv,21.100000,0.000000,2.692624,0.000000,0.000000,0.000000,-0.227011,-0.059472
2026-07-02 23:00:00,78.000000,3.500000,,datagouv,20.400000,0.000000,2.617829,0.000000,0.000000,0.000000,-0.225420,-0.058992
2026-07-03 00:00:00,81.000000,2.300000,,datagouv,19.500000,0.000000,1.720287,0.000000,0.000000,0.000000,-0.225238,-0.059315
2026-07-03 01:00:00,85.000000,2.000000,,datagouv,18.800000,0.000000,1.495902,0.000000,0.000000,0.000000,-0.222445,-0.058534
2026-07-03 02:00:00,86.000000,1.800000,,datagouv,18.400000,0.000000,1.346312,0.000000,0.000000,0.000000,-0.223094,-0.058494
2026-07-03 03:00:00,76.000000,2.900000,,datagouv,19.100000,0.000000,2.169058,0.000000,0.000000,0.000000,-0.236263,-0.060695
2026-07-03 04:00:00,77.000000,3.400000,,datagouv,18.600000,0.000000,2.543034,0.000000,0.186538,0.140135,-0.011854,0.000998
2026-07-03 05:00:00,76.000000,3.100000,,datagouv,18.600000,8.333333,2.318648,0.030000,0.916928,0.688833,0.015659,0.008428
2026-07-03 06:00:00,74.000000,2.700000,,datagouv,19.200000,83.333333,2.019468,0.300000,1.704714,1.280650,0.264033,0.076787
2026-07-03 07:00:00,68.000000,3.700000,,datagouv,20.600000,255.555556,2.767419,0.920000,2.467692,1.853829,0.768437,0.222984
2026-07-03 08:00:00,61.000000,3.100000,,datagouv,22.500000,455.555556,2.318648,1.640000,3.153865,2.369310,1.363295,0.404098
2026-07-03 09:00:00,56.000000,2.400000,,datagouv,24.300000,600.000000,1.795083,2.160000,3.716472,2.791962,1.812387,0.549982
2026-07-03 10:00:00,50.000000,2.600000,,datagouv,25.800000,786.111111,1.944673,2.830000,4.117172,3.092984,2.373082,0.735099
2026-07-03 11:00:00,51.000000,2.200000,,datagouv,25.400000,527.777778,1.645492,1.900000,4.328659,3.251861,1.634097,0.505294
2026-07-03 12:00:00,43.000000,2.800000,,datagouv,27.800000,711.111111,2.094263,2.560000,4.336519,3.257766,2.161534,0.690639
2026-07-03 13:00:00,37.000000,1.600000,,datagouv,29.400000,888.888889,1.196722,3.200000,4.140217,3.110296,2.657102,0.861755
2026-07-03 14:00:00,32.000000,2.600000,,datagouv,29.100000,863.888889,1.944673,3.110000,3.753131,2.819502,2.552497,0.828685
2026-07-03 15:00:00,26.000000,2.800000,,datagouv,29.900000,794.444444,2.094263,2.860000,3.201639,2.405200,2.297954,0.756478
2026-07-03 16:00:00,25.000000,3.300000,,datagouv,30.100000,669.444444,2.468239,2.410000,2.523326,1.895624,1.879583,0.624786
2026-07-03 17:00:00,22.000000,4.000000,,datagouv,29.900000,508.333333,2.991804,1.830000,1.764418,1.325501,1.330106,0.449017
2026-07-03 18:00:00,25.000000,3.800000,,datagouv,29.600000,333.333333,2.842214,1.200000,0.976631,0.733685,0.765066,0.264489
2026-07-03 19:00:00,27.000000,3.100000,,datagouv,28.500000,161.111111,2.318648,0.580000,0.229020,0.172049,0.201188,0.079613
2026-07-03 20:00:00,32.000000,1.600000,,datagouv,26.000000,0.000000,1.196722,0.000000,0.000000,0.000000,-0.318753,-0.087489
2026-07-03 21:00:00,38.000000,2.000000,,datagouv,24.100000,0.000000,1.495902,0.000000,0.000000,0.000000,-0.303831,-0.080768
2026-07-03 22:00:00,43.000000,1.600000,,datagouv,22.400000,0.000000,1.196722,0.000000,0.000000,0.000000,-0.294482,-0.077580
2026-07-03 23:00:00,46.000000,1.800000,,datagouv,21.200000,0.000000,1.346312,0.000000,0.000000,0.000000,-0.290401,-0.074988
2026-07-04 00:00:00,49.000000,1.800000,,datagouv,20.300000,0.000000,1.346312,0.000000,0.000000,0.000000,-0.285975,-0.073039
2026-07-04 01:00:00,50.000000,2.900000,,datagouv,19.900000,0.000000,2.169058,0.000000,0.000000,0.000000,-0.284935,-0.070610
2026-07-04 02:00:00,50.000000,3.800000,,datagouv,19.700000,0.000000,2.842214,0.000000,0.000000,0.000000,-0.285560,-0.069094
2026-07-04 03:00:00,51.000000,3.400000,,datagouv,18.900000,0.000000,2.543034,0.000000,0.000000,0.000000,-0.285770,-0.068997
2026-07-04 04:00:00,53.000000,3.300000,,datagouv,18.000000,0.000000,2.468239,0.000000,0.181128,0.136070,-0.014210,0.004523
2026-07-04 05:00:00,53.000000,3.200000,,datagouv,18.100000,13.888889,2.393443,0.050000,0.909603,0.683330,0.031804,0.016769
2026-07-04 06:00:00,49.000000,3.900000,,datagouv,19.600000,133.333333,2.917009,0.480000,1.697899,1.275530,0.396070,0.120008
2026-07-04 07:00:00,39.000000,3.000000,,datagouv,22.700000,297.222222,2.243853,1.070000,2.461528,1.849199,0.852948,0.260476
2026-07-04 08:00:00,36.000000,3.100000,,datagouv,24.800000,477.777778,2.318648,1.720000,3.148450,2.365242,1.387725,0.431228
2026-07-04 09:00:00,28.000000,3.300000,,datagouv,26.600000,641.666667,2.468239,2.310000,3.711852,2.788492,1.869504,0.593682
2026-07-04 10:00:00,24.000000,3.100000,,datagouv,28.000000,783.333333,2.318648,2.820000,4.113339,3.090104,2.288095,0.737037
2026-07-04 11:00:00,19.000000,3.600000,,datagouv,29.100000,886.111111,2.692624,3.190000,4.325550,3.249526,2.573074,0.841042
2026-07-04 12:00:00,15.000000,3.700000,,datagouv,30.600000,941.666667,2.767419,3.390000,4.334024,3.255892,2.725065,0.906987
2026-07-04 13:00:00,15.000000,2.800000,,datagouv,31.300000,950.000000,2.094263,3.420000,4.138183,3.108769,2.753039,0.920287
2026-07-04 14:00:00,14.000000,3.700000,,datagouv,32.500000,902.777778,2.767419,3.250000,3.751374,2.818182,2.590284,0.881883
2026-07-04 15:00:00,14.000000,4.500000,,datagouv,32.200000,811.111111,3.365780,2.920000,3.199956,2.403935,2.286519,0.781409
2026-07-04 16:00:00,14.000000,3.400000,,datagouv,32.400000,683.333333,2.543034,2.460000,2.521508,1.894258,1.863427,0.638884
2026-07-04 17:00:00,14.000000,3.200000,,datagouv,32.700000,519.444444,2.393443,1.870000,1.762266,1.323884,1.320805,0.459755
2026-07-04 18:00:00,16.000000,3.200000,,datagouv,31.800000,341.666667,2.393443,1.230000,0.973969,0.731685,0.745385,0.265238
2026-07-04 19:00:00,19.000000,3.700000,,datagouv,30.200000,163.888889,2.767419,0.590000,0.226467,0.170131,0.173284,0.076158
2026-07-04 20:00:00,25.000000,1.900000,,datagouv,27.200000,0.000000,1.421107,0.000000,0.000000,0.000000,-0.344263,-0.094859
2026-07-04 21:00:00,30.000000,1.900000,,datagouv,25.100000,0.000000,1.421107,0.000000,0.000000,0.000000,-0.328375,-0.088291
2026-07-04 22:00:00,35.000000,1.600000,,datagouv,22.900000,0.000000,1.196722,0.000000,0.000000,0.000000,-0.316406,-0.083471
2026-07-04 23:00:00,39.000000,1.800000,,datagouv,21.600000,0.000000,1.346312,0.000000,0.000000,0.000000,-0.307754,-0.079447
2026-07-05 00:00:00,50.000000,2.700000,,datagouv,20.900000,0.000000,2.019468,0.000000,0.000000,0.000000,-0.281621,-0.071207
2026-07-05 01:00:00,56.000000,2.800000,,datagouv,20.600000,0.000000,2.094263,0.000000,0.000000,0.000000,-0.268972,-0.068162
2026-07-05 02:00:00,58.000000,2.900000,,datagouv,20.300000,0.000000,2.169058,0.000000,0.000000,0.000000,-0.265816,-0.067139
2026-07-05 03:00:00,61.000000,3.600000,,datagouv,19.700000,0.000000,2.692624,0.000000,0.000000,0.000000,-0.262000,-0.065028
2026-07-05 04:00:00,67.000000,2.300000,,datagouv,18.400000,0.000000,1.720287,0.000000,0.175547,0.131878,-0.012791,0.001432
2026-07-05 05:00:00,69.000000,2.600000,,datagouv,18.400000,13.888889,1.944673,0.050000,0.901952,0.677582,0.033392,0.013917
2026-07-05 06:00:00,63.000000,3.400000,,datagouv,20.500000,130.555556,2.543034,0.470000,1.690803,1.270199,0.394364,0.118029
2026-07-05 07:00:00,56.000000,3.300000,,datagouv,23.300000,294.444444,2.468239,1.060000,2.455123,1.844387,0.865794,0.264009
2026-07-05 08:00:00,52.000000,3.700000,,datagouv,25.300000,466.666667,2.767419,1.680000,3.142824,2.361015,1.388510,0.432449
2026-07-05 09:00:00,47.000000,2.800000,,datagouv,27.100000,633.333333,2.094263,2.280000,3.707041,2.784878,1.899152,0.601806
2026-07-05 10:00:00,41.000000,2.700000,,datagouv,28.700000,769.444444,2.019468,2.770000,4.109323,3.087088,2.311523,0.746457
2026-07-05 11:00:00,30.000000,2.500000,,datagouv,30.500000,872.222222,1.869878,3.140000,4.322256,3.247051,2.590437,0.855092
2026-07-05 12:00:00,26.000000,2.300000,,datagouv,31.800000,925.000000,1.720287,3.330000,4.331328,3.253866,2.736333,0.915977
2026-07-05 13:00:00,23.000000,2.300000,,datagouv,32.600000,930.555556,1.720287,3.350000,4.135920,3.107069,2.740785,0.925981
2026-07-05 14:00:00,21.000000,3.500000,,datagouv,33.400000,883.333333,2.617829,3.180000,3.749351,2.816663,2.574679,0.882514
2026-07-05 15:00:00,21.000000,2.700000,,datagouv,33.900000,794.444444,2.019468,2.860000,3.197964,2.402438,2.281697,0.785671
2026-07-05 16:00:00,20.000000,2.700000,,datagouv,34.000000,669.444444,2.019468,2.410000,2.519335,1.892625,1.861506,0.645078
2026-07-05 17:00:00,20.000000,3.800000,,datagouv,33.800000,511.111111,2.842214,1.840000,1.759711,1.321965,1.336576,0.470988
2026-07-05 18:00:00,20.000000,4.100000,,datagouv,33.200000,336.111111,3.066599,1.210000,0.970859,0.729348,0.755456,0.274811
2026-07-05 19:00:00,24.000000,3.800000,,datagouv,31.700000,166.666667,2.842214,0.600000,0.223554,0.167942,0.213705,0.089995
2026-07-05 20:00:00,30.000000,2.000000,,datagouv,28.900000,0.000000,1.495902,0.000000,0.000000,0.000000,-0.317980,-0.089007
2026-07-05 21:00:00,36.000000,2.300000,,datagouv,26.600000,0.000000,1.720287,0.000000,0.000000,0.000000,-0.302255,-0.082003
2026-07-05 22:00:00,42.000000,2.100000,,datagouv,24.900000,0.000000,1.570697,0.000000,0.000000,0.000000,-0.288609,-0.077524
2026-07-05 23:00:00,45.000000,2.100000,,datagouv,23.800000,0.000000,1.570697,0.000000,0.000000,0.000000,-0.283969,-0.075434
2026-07-06 00:00:00,49.000000,2.500000,,datagouv,22.700000,0.000000,1.869878,0.000000,0.000000,0.000000,-0.277407,-0.072219
2026-07-06 01:00:00,52.000000,3.000000,,datagouv,21.800000,0.000000,2.243853,0.000000,0.000000,0.000000,-0.273458,-0.069770
2026-07-06 02:00:00,56.000000,2.900000,,datagouv,20.700000,0.000000,2.169058,0.000000,0.000000,0.000000,-0.268571,-0.068019
2026-07-06 03:00:00,58.000000,2.800000,,datagouv,20.300000,0.000000,2.094263,0.000000,0.000000,0.000000,-0.265816,-0.067275
2026-07-06 04:00:00,62.000000,3.200000,,datagouv,19.400000,0.000000,2.393443,0.000000,0.169813,0.127570,-0.013061,0.003269
2026-07-06 05:00:00,61.000000,3.000000,,datagouv,19.700000,13.888889,2.243853,0.050000,0.893979,0.671593,0.032900,0.015974
2026-07-06 06:00:00,51.000000,2.100000,,datagouv,23.200000,130.555556,1.570697,0.470000,1.683430,1.264660,0.391419,0.122979
2026-07-06 07:00:00,42.000000,3.300000,,datagouv,26.700000,297.222222,2.468239,1.070000,2.448479,1.839395,0.862038,0.279508
2026-07-06 08:00:00,35.000000,3.500000,,datagouv,29.200000,472.222222,2.617829,1.700000,3.136990,2.356632,1.379432,0.456354
2026-07-06 09:00:00,31.000000,4.500000,,datagouv,30.900000,636.111111,3.365780,2.290000,3.702041,2.781122,1.873734,0.630690
2026-07-06 10:00:00,27.000000,3.800000,,datagouv,31.900000,780.555556,2.842214,2.810000,4.105126,3.083935,2.302086,0.778114
2026-07-06 11:00:00,18.000000,2.100000,,datagouv,34.400000,883.333333,1.570697,3.180000,4.318775,3.244436,2.567178,0.884722
2026-07-06 12:00:00,17.000000,4.500000,,datagouv,35.800000,936.111111,3.365780,3.370000,4.328427,3.251688,2.727965,0.960731
2026-07-06 13:00:00,15.000000,3.900000,,datagouv,35.900000,941.666667,2.917009,3.390000,4.133426,3.105195,2.730734,0.960938
2026-07-06 14:00:00,13.000000,3.000000,,datagouv,36.700000,894.444444,2.243853,3.220000,3.747060,2.814942,2.558278,0.905440
2026-07-06 15:00:00,13.000000,3.500000,,datagouv,36.700000,802.777778,2.617829,2.890000,3.195660,2.400707,2.254678,0.802463
2026-07-06 16:00:00,13.000000,3.000000,,datagouv,36.600000,675.000000,2.243853,2.430000,2.516802,1.890722,1.831356,0.653628
2026-07-06 17:00:00,12.000000,3.200000,,datagouv,36.600000,513.888889,2.393443,1.850000,1.756749,1.319740,1.288527,0.467225
2026-07-06 18:00:00,13.000000,3.900000,,datagouv,35.900000,338.888889,2.917009,1.220000,0.967298,0.726673,0.717372,0.270661
2026-07-06 19:00:00,15.000000,2.900000,,datagouv,34.200000,163.888889,2.169058,0.590000,0.220287,0.165488,0.152178,0.071041
2026-07-06 20:00:00,22.000000,2.000000,,datagouv,29.100000,0.000000,1.495902,0.000000,0.000000,0.000000,-0.355013,-0.099626
2026-07-06 21:00:00,28.000000,2.400000,,datagouv,25.600000,0.000000,1.795083,0.000000,0.000000,0.000000,-0.334917,-0.089240
2026-07-06 22:00:00,30.000000,2.400000,,datagouv,24.500000,0.000000,1.795083,0.000000,0.000000,0.000000,-0.329635,-0.086682
2026-07-06 23:00:00,29.000000,2.700000,,datagouv,24.600000,0.000000,2.019468,0.000000,0.000000,0.000000,-0.333072,-0.086895
2026-07-07 00:00:00,30.000000,1.900000,,datagouv,24.100000,0.000000,1.421107,0.000000,0.000000,0.000000,-0.330420,-0.087676
2026-07-07 01:00:00,31.000000,2.100000,,datagouv,23.800000,0.000000,1.570697,0.000000,0.000000,0.000000,-0.327523,-0.086104
2026-07-07 02:00:00,37.000000,1.900000,,datagouv,20.800000,0.000000,1.421107,0.000000,0.000000,0.000000,-0.315049,-0.079983
2026-07-07 03:00:00,38.000000,2.100000,,datagouv,20.300000,0.000000,1.570697,0.000000,0.000000,0.000000,-0.313330,-0.078568
2026-07-07 04:00:00,42.000000,1.800000,,datagouv,19.300000,0.000000,1.346312,0.000000,0.163941,0.123159,-0.015263,0.003679
2026-07-07 05:00:00,41.000000,1.500000,,datagouv,20.000000,11.111111,1.121927,0.040000,0.885690,0.665366,0.021490,0.013575
2026-07-07 06:00:00,32.000000,2.500000,,datagouv,24.600000,130.555556,1.869878,0.470000,1.675784,1.258916,0.382760,0.127214
2026-07-07 07:00:00,29.000000,2.800000,,datagouv,27.600000,297.222222,2.094263,1.070000,2.441600,1.834228,0.841695,0.278079
2026-07-07 08:00:00,24.000000,2.900000,,datagouv,31.200000,466.666667,2.169058,1.680000,3.130950,2.352095,1.336914,0.454204
2026-07-07 09:00:00,20.000000,2.200000,,datagouv,34.200000,636.111111,1.645492,2.290000,3.696854,2.777225,1.835761,0.635957
2026-07-07 10:00:00,14.000000,3.000000,,datagouv,36.400000,775.000000,2.243853,2.790000,4.100748,3.080646,2.221524,0.786680
2026-07-07 11:00:00,13.000000,2.700000,,datagouv,36.900000,877.777778,2.019468,3.160000,4.315106,3.241680,2.517066,0.891618
2026-07-07 12:00:00,12.000000,2.000000,,datagouv,37.500000,930.555556,1.495902,3.350000,4.325322,3.249355,2.669372,0.946771
2026-07-07 13:00:00,13.000000,2.800000,,datagouv,38.000000,933.333333,2.094263,3.360000,4.130697,3.103145,2.688886,0.960616
2026-07-07 14:00:00,13.000000,2.400000,,datagouv,38.500000,886.111111,1.795083,3.190000,3.744497,2.813016,2.533296,0.908459
2026-07-07 15:00:00,13.000000,4.500000,,datagouv,38.400000,788.888889,3.365780,2.840000,3.193039,2.398739,2.211129,0.803123
2026-07-07 16:00:00,15.000000,5.800000,,datagouv,38.100000,658.333333,4.338116,2.370000,2.513905,1.888546,1.796772,0.660567
2026-07-07 17:00:00,14.000000,5.600000,,datagouv,36.900000,502.777778,4.188526,1.810000,1.753377,1.317207,1.270316,0.470948
2026-07-07 18:00:00,14.000000,4.900000,,datagouv,36.300000,322.222222,3.664960,1.160000,0.963282,0.723656,0.671379,0.259405
2026-07-07 19:00:00,16.000000,4.100000,,datagouv,34.500000,150.000000,3.066599,0.540000,0.216673,0.162774,0.114188,0.062546
2026-07-07 20:00:00,20.000000,3.500000,,datagouv,31.400000,0.000000,2.617829,0.000000,0.000000,0.000000,-0.361691,-0.099006
2026-07-07 21:00:00,23.000000,3.100000,,datagouv,29.500000,0.000000,2.318648,0.000000,0.000000,0.000000,-0.349138,-0.095006
2026-07-07 22:00:00,31.000000,0.500000,,datagouv,25.300000,0.000000,0.373976,0.000000,0.000000,0.000000,-0.324244,-0.090963
2026-07-07 23:00:00,33.000000,0.500000,,datagouv,23.400000,0.000000,0.373976,0.000000,0.000000,0.000000,-0.321658,-0.087947
2026-07-08 00:00:00,52.000000,3.900000,,datagouv,22.800000,0.000000,2.917009,0.000000,0.000000,0.000000,-0.269290,-0.068149
2026-07-08 01:00:00,66.000000,1.200000,,datagouv,20.400000,0.000000,0.897541,0.000000,0.000000,0.000000,-0.248693,-0.065738
2026-07-08 02:00:00,73.000000,0.800000,,datagouv,18.000000,0.000000,0.598361,0.000000,0.000000,0.000000,-0.246877,-0.063550
2026-07-08 03:00:00,78.000000,1.300000,,datagouv,16.500000,0.000000,0.972336,0.000000,0.000000,0.000000,-0.245341,-0.061428
2026-07-08 04:00:00,79.000000,0.500000,,datagouv,17.400000,0.000000,0.373976,0.000000,0.157948,0.118657,-0.011982,-0.001289
2026-07-08 05:00:00,66.000000,2.400000,,datagouv,18.600000,13.888889,1.795083,0.050000,0.877089,0.658904,0.033159,0.014177
2026-07-08 06:00:00,60.000000,1.100000,,datagouv,21.400000,113.888889,0.822746,0.410000,1.667870,1.252970,0.353653,0.105813
2026-07-08 07:00:00,73.000000,2.300000,,datagouv,22.600000,269.444444,1.720287,0.970000,2.434490,1.828886,0.811201,0.240828
2026-07-08 08:00:00,64.000000,1.800000,,datagouv,24.500000,447.222222,1.346312,1.610000,3.124706,2.347404,1.348558,0.410257
2026-07-08 09:00:00,49.000000,2.100000,,datagouv,27.700000,608.333333,1.570697,2.190000,3.691480,2.773187,1.833656,0.584282
2026-07-08 10:00:00,35.000000,1.600000,,datagouv,30.800000,750.000000,1.196722,2.700000,4.096188,3.077220,2.243233,0.741552
2026-07-08 11:00:00,32.000000,1.900000,,datagouv,32.500000,852.777778,1.421107,3.070000,4.311249,3.238783,2.551105,0.859112
2026-07-08 12:00:00,28.000000,2.400000,,datagouv,34.200000,911.111111,1.795083,3.280000,4.322008,3.246865,2.710952,0.930485
2026-07-08 13:00:00,26.000000,2.500000,,datagouv,35.400000,913.888889,1.869878,3.290000,4.127731,3.100916,2.714115,0.943155
2026-07-08 14:00:00,25.000000,2.700000,,datagouv,35.400000,858.333333,2.019468,3.090000,3.741657,2.810883,2.523960,0.879083
2026-07-08 15:00:00,22.000000,3.700000,,datagouv,36.500000,775.000000,2.767419,2.790000,3.190098,2.396530,2.232934,0.791811
2026-07-08 16:00:00,27.000000,3.600000,,datagouv,35.900000,638.888889,2.692624,2.300000,2.510642,1.886094,1.811862,0.641299
2026-07-08 17:00:00,32.000000,4.800000,,datagouv,35.300000,475.000000,3.590165,1.710000,1.749590,1.314362,1.294583,0.463414
2026-07-08 18:00:00,30.000000,5.000000,,datagouv,34.200000,302.777778,3.739755,1.090000,0.958810,0.720296,0.707147,0.261287
