,RH_pct,u10_ms,N_frac,source,T_C,Rs_Wm2,u2,Rs_MJ,Ra_MJ,Rso_MJ,Rn_MJ,E_hourly_mm
2026-07-16 02:00:00,70.000000,1.100000,,datagouv,20.800000,0.000000,0.822746,0.000000,0.000000,0.000000,-0.238601,-0.063922
2026-07-16 03:00:00,74.000000,2.400000,,datagouv,19.900000,0.000000,1.795083,0.000000,0.000000,0.000000,-0.235691,-0.061489
2026-07-16 04:00:00,73.000000,1.000000,,datagouv,20.100000,0.000000,0.747951,0.000000,0.107740,0.080939,-0.011825,-0.000260
2026-07-16 05:00:00,77.000000,2.800000,,datagouv,19.300000,0.000000,2.094263,0.000000,0.797653,0.599229,-0.011671,0.000643
2026-07-16 06:00:00,69.000000,2.500000,,datagouv,21.800000,97.222222,1.869878,0.350000,1.595396,1.198525,0.310244,0.094436
2026-07-16 07:00:00,67.000000,3.000000,,datagouv,22.600000,88.888889,2.243853,0.320000,2.369656,1.780181,0.282658,0.088586
2026-07-16 08:00:00,58.000000,2.400000,,datagouv,24.800000,183.333333,1.795083,0.660000,3.067670,2.304557,0.595014,0.186768
2026-07-16 09:00:00,51.000000,3.000000,,datagouv,26.800000,333.333333,2.243853,1.200000,3.641869,2.735918,1.043004,0.333493
2026-07-16 10:00:00,57.000000,1.200000,,datagouv,25.900000,77.777778,0.897541,0.280000,4.053122,3.044868,0.245607,0.081060
2026-07-16 11:00:00,46.000000,3.400000,,datagouv,29.100000,416.666667,2.543034,1.500000,4.273403,3.210351,1.308467,0.430327
2026-07-16 12:00:00,45.000000,3.600000,,datagouv,29.900000,544.444444,2.692624,1.960000,4.287700,3.221092,1.683683,0.556185
2026-07-16 13:00:00,49.000000,3.800000,,datagouv,29.100000,425.000000,2.842214,1.530000,4.095039,3.076357,1.329065,0.437014
2026-07-16 14:00:00,39.000000,3.500000,,datagouv,31.600000,675.000000,2.617829,2.430000,3.708549,2.786010,2.014667,0.677216
2026-07-16 15:00:00,53.000000,1.500000,,datagouv,28.300000,350.000000,1.121927,1.260000,3.154569,2.369838,1.072262,0.346274
2026-07-16 16:00:00,56.000000,2.200000,,datagouv,29.400000,347.222222,1.645492,1.250000,2.470852,1.856203,1.027590,0.337483
2026-07-16 17:00:00,42.000000,1.500000,,datagouv,30.700000,341.666667,1.121927,1.230000,1.703992,1.280107,0.885276,0.297422
2026-07-16 18:00:00,48.000000,4.000000,,datagouv,29.400000,252.777778,2.991804,0.910000,0.906249,0.680810,0.591328,0.202848
2026-07-16 19:00:00,56.000000,5.700000,,datagouv,26.700000,102.777778,4.263321,0.370000,0.170378,0.127995,0.102701,0.045316
2026-07-16 20:00:00,61.000000,4.000000,,datagouv,25.600000,0.000000,2.991804,0.000000,0.000000,0.000000,-0.230931,-0.061147
2026-07-16 21:00:00,71.000000,2.700000,,datagouv,23.400000,0.000000,2.019468,0.000000,0.000000,0.000000,-0.221017,-0.059971
2026-07-16 22:00:00,80.000000,2.500000,,datagouv,22.200000,0.000000,1.869878,0.000000,0.000000,0.000000,-0.210118,-0.057440
2026-07-16 23:00:00,89.000000,3.200000,,datagouv,21.300000,0.000000,2.393443,0.000000,0.000000,0.000000,-0.199338,-0.054764
2026-07-17 00:00:00,92.000000,4.300000,,datagouv,20.900000,0.000000,3.216190,0.000000,0.000000,0.000000,-0.196873,-0.053967
2026-07-17 01:00:00,92.000000,4.000000,,datagouv,21.200000,0.000000,2.991804,0.000000,0.000000,0.000000,-0.194681,-0.053700
2026-07-17 02:00:00,91.000000,3.200000,,datagouv,21.300000,0.000000,2.393443,0.000000,0.000000,0.000000,-0.195730,-0.054114
2026-07-17 03:00:00,92.000000,1.600000,,datagouv,21.200000,0.000000,1.196722,0.000000,0.000000,0.000000,-0.194681,-0.054339
2026-07-17 04:00:00,95.000000,2.500000,,datagouv,21.000000,0.000000,1.869878,0.000000,0.101442,0.076207,-0.009545,-0.001884
2026-07-17 05:00:00,92.000000,2.500000,,datagouv,21.400000,0.000000,1.869878,0.000000,0.786469,0.590827,-0.009660,-0.001428
2026-07-17 06:00:00,91.000000,3.900000,,datagouv,21.600000,75.000000,2.917009,0.270000,1.585253,1.190906,0.238725,0.070356
2026-07-17 07:00:00,84.000000,4.700000,,datagouv,22.700000,194.444444,3.515370,0.700000,2.360604,1.773380,0.607680,0.181328
2026-07-17 08:00:00,80.000000,4.400000,,datagouv,23.800000,286.111111,3.290985,1.030000,3.059683,2.298556,0.896975,0.271231
2026-07-17 09:00:00,66.000000,3.600000,,datagouv,25.500000,488.888889,2.692624,1.760000,3.634849,2.730644,1.505461,0.466023
2026-07-17 10:00:00,59.000000,4.200000,,datagouv,27.100000,661.111111,3.141395,2.380000,4.046906,3.040198,2.029561,0.642179
2026-07-17 11:00:00,56.000000,4.300000,,datagouv,27.200000,677.777778,3.216190,2.440000,4.267772,3.206121,2.085968,0.661548
2026-07-17 12:00:00,48.000000,5.700000,,datagouv,29.100000,605.555556,4.263321,2.180000,4.282396,3.217107,1.865653,0.612501
2026-07-17 13:00:00,47.000000,6.400000,,datagouv,29.800000,811.111111,4.786887,2.920000,4.089781,3.072407,2.456086,0.809690
2026-07-17 14:00:00,44.000000,6.400000,,datagouv,30.100000,880.555556,4.786887,3.170000,3.703053,2.781882,2.660399,0.879680
2026-07-17 15:00:00,46.000000,6.100000,,datagouv,29.000000,694.444444,4.562502,2.500000,3.148568,2.365330,2.044628,0.670316
2026-07-17 16:00:00,45.000000,5.700000,,datagouv,28.100000,608.333333,4.263321,2.190000,2.464113,1.851140,1.750815,0.569541
2026-07-17 17:00:00,50.000000,3.900000,,datagouv,27.200000,383.333333,2.917009,1.380000,1.696332,1.274352,1.016904,0.329085
2026-07-17 18:00:00,52.000000,3.200000,,datagouv,26.300000,258.333333,2.393443,0.930000,0.897548,0.674274,0.603813,0.196101
2026-07-17 19:00:00,64.000000,5.500000,,datagouv,24.500000,127.777778,4.113731,0.460000,0.163965,0.123177,0.192885,0.068193
2026-07-17 20:00:00,69.000000,3.600000,,datagouv,23.200000,0.000000,2.692624,0.000000,0.000000,0.000000,-0.226765,-0.060148
2026-07-17 21:00:00,78.000000,1.700000,,datagouv,22.000000,0.000000,1.271517,0.000000,0.000000,0.000000,-0.215449,-0.059053
2026-07-17 22:00:00,86.000000,2.900000,,datagouv,20.500000,0.000000,2.169058,0.000000,0.000000,0.000000,-0.210234,-0.056663
2026-07-17 23:00:00,89.000000,2.700000,,datagouv,19.700000,0.000000,2.019468,0.000000,0.000000,0.000000,-0.210246,-0.056458
2026-07-18 00:00:00,90.000000,0.600000,,datagouv,18.400000,0.000000,0.448771,0.000000,0.000000,0.000000,-0.216683,-0.057663
2026-07-18 01:00:00,82.000000,1.100000,,datagouv,18.200000,0.000000,0.822746,0.000000,0.000000,0.000000,-0.230724,-0.060187
2026-07-18 02:00:00,86.000000,0.000000,,datagouv,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.235563,-0.059677
2026-07-18 03:00:00,95.000000,1.000000,,datagouv,16.700000,0.000000,0.747951,0.000000,0.000000,0.000000,-0.218988,-0.056739
2026-07-18 04:00:00,97.000000,1.200000,,datagouv,15.900000,0.000000,0.897541,0.000000,0.095197,0.071516,-0.011030,-0.002516
2026-07-18 05:00:00,97.000000,0.600000,,datagouv,15.300000,5.555556,0.448771,0.020000,0.775024,0.582229,0.007212,0.002093
2026-07-18 06:00:00,95.000000,0.500000,,datagouv,17.500000,91.666667,0.373976,0.330000,1.574884,1.183116,0.292881,0.078288
2026-07-18 07:00:00,80.000000,1.700000,,datagouv,20.600000,241.666667,1.271517,0.870000,2.351351,1.766429,0.730964,0.208682
2026-07-18 08:00:00,69.000000,1.100000,,datagouv,22.800000,411.111111,0.822746,1.480000,3.051511,2.292417,1.242036,0.366938
2026-07-18 09:00:00,59.000000,1.200000,,datagouv,25.500000,577.777778,0.897541,2.080000,3.627649,2.725235,1.752432,0.539184
2026-07-18 10:00:00,50.000000,1.900000,,datagouv,27.200000,722.222222,1.421107,2.600000,4.040501,3.035386,2.188236,0.690416
2026-07-18 11:00:00,46.000000,2.000000,,datagouv,27.800000,805.555556,1.495902,2.900000,4.261934,3.201735,2.439121,0.775583
2026-07-18 12:00:00,40.000000,2.800000,,datagouv,28.800000,672.222222,2.094263,2.420000,4.276856,3.212945,2.040877,0.661718
2026-07-18 13:00:00,37.000000,1.400000,,datagouv,29.900000,527.777778,1.047132,1.900000,4.084250,3.068252,1.609740,0.528750
2026-07-18 14:00:00,37.000000,4.500000,,datagouv,29.200000,522.222222,3.365780,1.880000,3.697243,2.777517,1.567330,0.518442
2026-07-18 15:00:00,32.000000,3.300000,,datagouv,31.100000,722.222222,2.468239,2.600000,3.142208,2.360552,2.091462,0.699688
2026-07-18 16:00:00,31.000000,4.200000,,datagouv,30.700000,472.222222,3.141395,1.700000,2.456970,1.845774,1.289869,0.438404
2026-07-18 17:00:00,29.000000,3.100000,,datagouv,30.800000,469.444444,2.318648,1.690000,1.688227,1.268263,1.238969,0.419703
2026-07-18 18:00:00,30.000000,3.600000,,datagouv,30.000000,255.555556,2.692624,0.920000,0.888367,0.667377,0.532261,0.188830
2026-07-18 19:00:00,26.000000,2.900000,,datagouv,29.200000,133.333333,2.169058,0.480000,0.157363,0.118218,0.106430,0.049716
2026-07-18 20:00:00,27.000000,1.400000,,datagouv,27.100000,0.000000,1.047132,0.000000,0.000000,0.000000,-0.335815,-0.093826
2026-07-18 21:00:00,43.000000,1.200000,,datagouv,23.600000,0.000000,0.897541,0.000000,0.000000,0.000000,-0.290445,-0.078614
2026-07-18 22:00:00,48.000000,1.000000,,datagouv,20.800000,0.000000,0.747951,0.000000,0.000000,0.000000,-0.286749,-0.075112
2026-07-18 23:00:00,53.000000,0.800000,,datagouv,19.400000,0.000000,0.598361,0.000000,0.000000,0.000000,-0.279899,-0.072263
2026-07-19 00:00:00,50.000000,3.400000,,datagouv,22.500000,0.000000,2.543034,0.000000,0.000000,0.000000,-0.275631,-0.070107
2026-07-19 01:00:00,54.000000,4.300000,,datagouv,22.100000,0.000000,3.216190,0.000000,0.000000,0.000000,-0.267375,-0.066681
2026-07-19 02:00:00,57.000000,4.000000,,datagouv,21.500000,0.000000,2.991804,0.000000,0.000000,0.000000,-0.262945,-0.065905
2026-07-19 03:00:00,58.000000,4.200000,,datagouv,21.100000,0.000000,3.141395,0.000000,0.000000,0.000000,-0.262442,-0.065274
2026-07-19 04:00:00,61.000000,4.600000,,datagouv,20.300000,0.000000,3.440575,0.000000,0.089022,0.066877,-0.012972,0.005354
2026-07-19 05:00:00,66.000000,4.800000,,datagouv,19.200000,0.000000,3.590165,0.000000,0.763321,0.573437,-0.012712,0.004347
2026-07-19 06:00:00,65.000000,6.000000,,datagouv,19.600000,83.333333,4.487706,0.300000,1.564291,1.175158,0.263279,0.082350
2026-07-19 07:00:00,61.000000,6.300000,,datagouv,20.500000,236.111111,4.712092,0.850000,2.341899,1.759328,0.703851,0.209157
2026-07-19 08:00:00,57.000000,6.500000,,datagouv,21.800000,405.555556,4.861682,1.460000,3.043155,2.286139,1.209217,0.360808
2026-07-19 09:00:00,52.000000,6.000000,,datagouv,23.200000,575.000000,4.487706,2.070000,3.620267,2.719689,1.723151,0.521158
2026-07-19 10:00:00,48.000000,5.900000,,datagouv,24.600000,716.666667,4.412911,2.580000,4.033907,3.030432,2.156131,0.663730
2026-07-19 11:00:00,43.000000,6.500000,,datagouv,25.900000,827.777778,4.861682,2.980000,4.255886,3.197192,2.486039,0.780261
2026-07-19 12:00:00,41.000000,6.600000,,datagouv,26.200000,855.555556,4.936477,3.080000,4.271077,3.208604,2.562526,0.807971
2026-07-19 13:00:00,38.000000,6.000000,,datagouv,27.600000,891.666667,4.487706,3.210000,4.078444,3.063890,2.662080,0.854285
2026-07-19 14:00:00,34.000000,6.200000,,datagouv,28.100000,858.333333,4.637297,3.090000,3.691114,2.772913,2.538518,0.822715
2026-07-19 15:00:00,31.000000,6.100000,,datagouv,28.200000,772.222222,4.562502,2.780000,3.135485,2.355502,2.241554,0.730740
2026-07-19 16:00:00,29.000000,6.300000,,datagouv,28.300000,638.888889,4.712092,2.300000,2.449420,1.840102,1.791823,0.590698
2026-07-19 17:00:00,28.000000,5.400000,,datagouv,27.800000,480.555556,4.038936,1.730000,1.679674,1.261839,1.261741,0.418176
2026-07-19 18:00:00,27.000000,5.600000,,datagouv,27.300000,305.555556,4.188526,1.100000,0.878705,0.660118,0.676637,0.233614
2026-07-19 19:00:00,28.000000,5.300000,,datagouv,26.000000,138.888889,3.964141,0.500000,0.150592,0.113131,0.125902,0.059348
2026-07-19 20:00:00,30.000000,4.600000,,datagouv,24.300000,0.000000,3.440575,0.000000,0.000000,0.000000,-0.330033,-0.081056
2026-07-19 21:00:00,32.000000,5.000000,,datagouv,23.100000,0.000000,3.739755,0.000000,0.000000,0.000000,-0.325543,-0.077938
2026-07-19 22:00:00,36.000000,6.900000,,datagouv,22.100000,0.000000,5.160862,0.000000,0.000000,0.000000,-0.315181,-0.070692
2026-07-19 23:00:00,38.000000,6.300000,,datagouv,21.100000,0.000000,4.712092,0.000000,0.000000,0.000000,-0.311674,-0.070507
2026-07-20 00:00:00,43.000000,5.800000,,datagouv,19.800000,0.000000,4.338116,0.000000,0.000000,0.000000,-0.301694,-0.068613
2026-07-20 01:00:00,45.000000,6.100000,,datagouv,19.000000,0.000000,4.562502,0.000000,0.000000,0.000000,-0.298857,-0.066909
2026-07-20 02:00:00,48.000000,5.000000,,datagouv,17.900000,0.000000,3.739755,0.000000,0.000000,0.000000,-0.294828,-0.067074
2026-07-20 03:00:00,51.000000,5.800000,,datagouv,17.200000,0.000000,4.338116,0.000000,0.000000,0.000000,-0.290336,-0.064504
2026-07-20 04:00:00,55.000000,5.700000,,datagouv,16.300000,0.000000,4.263321,0.000000,0.082934,0.062303,-0.014245,0.007094
2026-07-20 05:00:00,57.000000,6.100000,,datagouv,15.900000,5.555556,4.562502,0.020000,0.751366,0.564456,0.004285,0.011792
2026-07-20 06:00:00,54.000000,5.800000,,datagouv,17.000000,105.555556,4.338116,0.380000,1.553478,1.167035,0.324073,0.096637
2026-07-20 07:00:00,48.000000,5.900000,,datagouv,19.000000,275.000000,4.412911,0.990000,2.332252,1.752081,0.790235,0.229972
2026-07-20 08:00:00,43.000000,6.100000,,datagouv,20.800000,452.777778,4.562502,1.630000,3.034616,2.279725,1.315543,0.388062
2026-07-20 09:00:00,37.000000,7.600000,,datagouv,22.900000,619.444444,5.684428,2.230000,3.612704,2.714008,1.816017,0.553746
2026-07-20 10:00:00,33.000000,8.900000,,datagouv,23.800000,766.666667,6.656765,2.760000,4.027122,3.025335,2.256409,0.697015
2026-07-20 11:00:00,31.000000,9.000000,,datagouv,24.400000,850.000000,6.731560,3.060000,4.249627,3.192490,2.507194,0.779701
2026-07-20 12:00:00,27.000000,7.600000,,datagouv,26.400000,908.333333,5.684428,3.270000,4.265056,3.204081,2.671091,0.851174
2026-07-20 13:00:00,26.000000,7.400000,,datagouv,27.200000,933.333333,5.534838,3.360000,4.072358,3.059318,2.751315,0.885368
2026-07-20 14:00:00,24.000000,7.000000,,datagouv,28.000000,888.888889,5.235658,3.200000,3.684663,2.768067,2.596715,0.845671
2026-07-20 15:00:00,22.000000,7.200000,,datagouv,28.000000,780.555556,5.385248,2.810000,3.128395,2.350175,2.228375,0.730983
2026-07-20 16:00:00,22.000000,6.900000,,datagouv,28.100000,666.666667,5.160862,2.400000,2.441460,1.834122,1.851327,0.612118
2026-07-20 17:00:00,22.000000,7.200000,,datagouv,27.700000,502.777778,5.385248,1.810000,1.670672,1.255076,1.307934,0.439307
2026-07-20 18:00:00,27.000000,6.300000,,datagouv,25.900000,255.555556,4.712092,0.920000,0.868560,0.652497,0.508106,0.179287
2026-07-20 19:00:00,28.000000,7.100000,,datagouv,25.100000,163.888889,5.310453,0.590000,0.143673,0.107933,0.206921,0.087713
2026-07-20 20:00:00,29.000000,6.100000,,datagouv,23.700000,0.000000,4.562502,0.000000,0.000000,0.000000,-0.334663,-0.077758
2026-07-20 21:00:00,31.000000,5.500000,,datagouv,22.400000,0.000000,4.113731,0.000000,0.000000,0.000000,-0.330034,-0.077016
2026-07-20 22:00:00,35.000000,6.300000,,datagouv,21.400000,0.000000,4.712092,0.000000,0.000000,0.000000,-0.319544,-0.072200
2026-07-20 23:00:00,41.000000,6.100000,,datagouv,20.300000,0.000000,4.562502,0.000000,0.000000,0.000000,-0.305515,-0.069137
2026-07-21 00:00:00,42.000000,6.700000,,datagouv,19.700000,0.000000,5.011272,0.000000,0.000000,0.000000,-0.304376,-0.067301
2026-07-21 01:00:00,45.000000,6.000000,,datagouv,18.800000,0.000000,4.487706,0.000000,0.000000,0.000000,-0.299326,-0.066977
2026-07-21 02:00:00,47.000000,4.800000,,datagouv,18.100000,0.000000,3.590165,0.000000,0.000000,0.000000,-0.296503,-0.067868
2026-07-21 03:00:00,50.000000,4.500000,,datagouv,17.100000,0.000000,3.365780,0.000000,0.000000,0.000000,-0.292572,-0.066671
2026-07-21 04:00:00,52.000000,4.500000,,datagouv,16.800000,0.000000,3.365780,0.000000,0.076948,0.057806,-0.014467,0.006165
2026-07-21 05:00:00,53.000000,6.100000,,datagouv,16.600000,2.777778,4.562502,0.010000,0.739164,0.555290,-0.005195,0.010562
2026-07-21 06:00:00,51.000000,5.300000,,datagouv,17.600000,97.222222,3.964141,0.350000,1.542450,1.158750,0.305286,0.092875
2026-07-21 07:00:00,46.000000,6.000000,,datagouv,19.300000,261.111111,4.487706,0.940000,2.322411,1.744688,0.753175,0.221803
2026-07-21 08:00:00,42.000000,6.400000,,datagouv,20.900000,438.888889,4.786887,1.580000,3.025895,2.273174,1.276235,0.378475
2026-07-21 09:00:00,36.000000,7.400000,,datagouv,22.900000,605.555556,5.534838,2.180000,3.604961,2.708191,1.774773,0.541575
2026-07-21 10:00:00,32.000000,7.700000,,datagouv,24.300000,750.000000,5.759223,2.700000,4.020145,3.020094,2.207197,0.685179
2026-07-21 11:00:00,28.000000,6.900000,,datagouv,25.500000,855.555556,5.160862,3.080000,4.243154,3.187627,2.513760,0.790248
2026-07-21 12:00:00,27.000000,8.000000,,datagouv,26.300000,913.888889,5.983609,3.290000,4.258790,3.199374,2.689288,0.856680
2026-07-21 13:00:00,26.000000,6.600000,,datagouv,27.300000,919.444444,4.936477,3.310000,4.065988,3.054533,2.705524,0.870013
2026-07-21 14:00:00,25.000000,6.600000,,datagouv,28.100000,869.444444,4.936477,3.130000,3.677886,2.762975,2.537148,0.826457
2026-07-21 15:00:00,23.000000,7.400000,,datagouv,28.200000,777.777778,5.534838,2.800000,3.120934,2.344570,2.224344,0.731833
2026-07-21 16:00:00,23.000000,6.700000,,datagouv,28.000000,636.111111,5.011272,2.290000,2.433086,1.827832,1.754796,0.579959
2026-07-21 17:00:00,23.000000,7.100000,,datagouv,28.000000,472.222222,5.310453,1.700000,1.661219,1.247974,1.211996,0.410175
2026-07-21 18:00:00,24.000000,6.700000,,datagouv,27.000000,300.000000,5.011272,1.080000,0.857933,0.644513,0.644536,0.226738
2026-07-21 19:00:00,27.000000,6.600000,,datagouv,25.800000,133.333333,4.936477,0.480000,0.136630,0.102642,0.103117,0.055973
2026-07-21 20:00:00,30.000000,5.100000,,datagouv,24.400000,0.000000,3.814550,0.000000,0.000000,0.000000,-0.329835,-0.079854
2026-07-21 21:00:00,33.000000,4.800000,,datagouv,23.100000,0.000000,3.590165,0.000000,0.000000,0.000000,-0.322294,-0.077710
2026-07-21 22:00:00,37.000000,3.400000,,datagouv,21.500000,0.000000,2.543034,0.000000,0.000000,0.000000,-0.313599,-0.077324
2026-07-21 23:00:00,41.000000,2.300000,,datagouv,20.100000,0.000000,1.720287,0.000000,0.000000,0.000000,-0.305971,-0.076307
2026-07-22 00:00:00,42.000000,2.500000,,datagouv,19.500000,0.000000,1.869878,0.000000,0.000000,0.000000,-0.304820,-0.074978
2026-07-22 01:00:00,42.000000,3.900000,,datagouv,19.600000,0.000000,2.917009,0.000000,0.000000,0.000000,-0.304600,-0.072449
2026-07-22 02:00:00,46.000000,3.200000,,datagouv,18.200000,0.000000,2.393443,0.000000,0.000000,0.000000,-0.298455,-0.070962
2026-07-22 03:00:00,47.000000,3.900000,,datagouv,18.000000,0.000000,2.917009,0.000000,0.000000,0.000000,-0.296734,-0.069270
2026-07-22 04:00:00,51.000000,3.500000,,datagouv,16.500000,0.000000,2.617829,0.000000,0.071082,0.053399,-0.014598,0.004833
2026-07-22 05:00:00,53.000000,3.800000,,datagouv,16.300000,0.000000,2.842214,0.000000,0.726720,0.545941,-0.014431,0.004907
2026-07-22 06:00:00,54.000000,3.900000,,datagouv,17.400000,77.777778,2.917009,0.280000,1.531210,1.150306,0.243405,0.073422
2026-07-22 07:00:00,48.000000,5.500000,,datagouv,19.700000,236.111111,4.113731,0.850000,2.312380,1.737153,0.691901,0.205121
2026-07-22 08:00:00,41.000000,4.800000,,datagouv,21.900000,416.666667,3.590165,1.500000,3.016995,2.266487,1.216176,0.364890
2026-07-22 09:00:00,35.000000,5.600000,,datagouv,24.100000,580.555556,4.188526,2.090000,3.597036,2.702237,1.705230,0.527391
2026-07-22 10:00:00,29.000000,7.900000,,datagouv,25.700000,725.000000,5.908813,2.610000,4.012974,3.014707,2.130324,0.677697
2026-07-22 11:00:00,26.000000,6.600000,,datagouv,27.000000,827.777778,4.936477,2.980000,4.236464,3.182601,2.430550,0.781021
2026-07-22 12:00:00,25.000000,6.500000,,datagouv,28.000000,891.666667,4.861682,3.210000,4.252276,3.194480,2.610535,0.848213
2026-07-22 13:00:00,24.000000,5.600000,,datagouv,28.800000,900.000000,4.188526,3.240000,4.059331,3.049532,2.635130,0.862419
2026-07-22 14:00:00,23.000000,6.300000,,datagouv,30.000000,855.555556,4.712092,3.080000,3.670780,2.757636,2.485553,0.829352
2026-07-22 15:00:00,23.000000,5.600000,,datagouv,30.100000,769.444444,4.188526,2.770000,3.113100,2.338685,2.200580,0.736085
2026-07-22 16:00:00,26.000000,6.000000,,datagouv,30.200000,636.111111,4.487706,2.290000,2.424297,1.821229,1.774424,0.599296
2026-07-22 17:00:00,26.000000,6.100000,,datagouv,29.600000,466.666667,4.562502,1.680000,1.651311,1.240531,1.211511,0.414429
2026-07-22 18:00:00,29.000000,5.300000,,datagouv,28.800000,294.444444,3.964141,1.060000,0.846821,0.636166,0.652534,0.229220
2026-07-22 19:00:00,31.000000,4.800000,,datagouv,27.300000,127.777778,3.590165,0.460000,0.129485,0.097274,0.104337,0.051655
2026-07-22 20:00:00,35.000000,3.300000,,datagouv,25.300000,0.000000,2.468239,0.000000,0.000000,0.000000,-0.310048,-0.080443
2026-07-22 21:00:00,39.000000,3.500000,,datagouv,23.900000,0.000000,2.617829,0.000000,0.000000,0.000000,-0.301347,-0.076715
2026-07-22 22:00:00,42.000000,3.400000,,datagouv,22.800000,0.000000,2.543034,0.000000,0.000000,0.000000,-0.295992,-0.074754
2026-07-22 23:00:00,42.000000,4.900000,,datagouv,22.600000,0.000000,3.664960,0.000000,0.000000,0.000000,-0.296620,-0.071720
2026-07-23 00:00:00,44.000000,4.800000,,datagouv,21.900000,0.000000,3.590165,0.000000,0.000000,0.000000,-0.293364,-0.070720
2026-07-23 01:00:00,46.000000,5.600000,,datagouv,21.200000,0.000000,4.188526,0.000000,0.000000,0.000000,-0.290401,-0.068155
2026-07-23 02:00:00,50.000000,6.100000,,datagouv,20.300000,0.000000,4.562502,0.000000,0.000000,0.000000,-0.283648,-0.065523
2026-07-23 03:00:00,54.000000,5.300000,,datagouv,19.400000,0.000000,3.964141,0.000000,0.000000,0.000000,-0.277750,-0.065182
2026-07-23 04:00:00,56.000000,4.500000,,datagouv,18.700000,0.000000,3.365780,0.000000,0.065350,0.049094,-0.013797,0.005848
2026-07-23 05:00:00,58.000000,5.500000,,datagouv,18.200000,0.000000,4.113731,0.000000,0.714039,0.536415,-0.013681,0.006657
2026-07-23 06:00:00,55.000000,4.300000,,datagouv,19.200000,88.888889,3.216190,0.320000,1.519762,1.141706,0.280585,0.086731
2026-07-23 07:00:00,51.000000,6.200000,,datagouv,20.500000,247.222222,4.637297,0.890000,2.302161,1.729475,0.722051,0.216988
2026-07-23 08:00:00,46.000000,6.300000,,datagouv,22.200000,427.777778,4.712092,1.540000,3.007915,2.259666,1.253139,0.378958
2026-07-23 09:00:00,44.000000,6.900000,,datagouv,23.200000,597.222222,5.160862,2.150000,3.588929,2.696147,1.768015,0.538479
2026-07-23 10:00:00,39.000000,6.700000,,datagouv,24.800000,741.666667,5.011272,2.670000,4.005608,3.009173,2.203409,0.684449
2026-07-23 11:00:00,35.000000,6.700000,,datagouv,25.800000,847.222222,5.011272,3.050000,4.229555,3.177411,2.514196,0.790893
2026-07-23 12:00:00,30.000000,7.400000,,datagouv,27.300000,908.333333,5.534838,3.270000,4.245510,3.189397,2.685517,0.864517
2026-07-23 13:00:00,28.000000,6.800000,,datagouv,28.200000,911.111111,5.086067,3.280000,4.052384,3.044313,2.688810,0.874921
2026-07-23 14:00:00,25.000000,5.900000,,datagouv,29.400000,866.666667,4.412911,3.120000,3.663339,2.752047,2.530960,0.836029
2026-07-23 15:00:00,25.000000,6.500000,,datagouv,29.600000,772.222222,4.861682,2.780000,3.104888,2.332516,2.218666,0.739525
2026-07-23 16:00:00,24.000000,5.700000,,datagouv,29.700000,638.888889,4.263321,2.300000,2.415088,1.814311,1.772359,0.594807
2026-07-23 17:00:00,25.000000,5.300000,,datagouv,29.500000,475.000000,3.964141,1.710000,1.640948,1.232746,1.234011,0.419098
2026-07-23 18:00:00,28.000000,5.700000,,datagouv,28.600000,300.000000,4.263321,1.080000,0.835225,0.627454,0.665926,0.234300
2026-07-23 19:00:00,31.000000,4.900000,,datagouv,27.400000,127.777778,3.664960,0.460000,0.122262,0.091848,0.104637,0.052092
2026-07-23 20:00:00,36.000000,4.200000,,datagouv,25.500000,0.000000,3.141395,0.000000,0.000000,0.000000,-0.305990,-0.077520
2026-07-23 21:00:00,40.000000,3.800000,,datagouv,23.700000,0.000000,2.842214,0.000000,0.000000,0.000000,-0.298943,-0.075360
2026-07-23 22:00:00,41.000000,5.200000,,datagouv,23.200000,0.000000,3.889346,0.000000,0.000000,0.000000,-0.297584,-0.071758
2026-07-23 23:00:00,42.000000,5.400000,,datagouv,22.200000,0.000000,4.038936,0.000000,0.000000,0.000000,-0.297841,-0.070658
2026-07-24 00:00:00,45.000000,4.600000,,datagouv,21.200000,0.000000,3.440575,0.000000,0.000000,0.000000,-0.292926,-0.070437
2026-07-24 01:00:00,48.000000,5.000000,,datagouv,20.100000,0.000000,3.739755,0.000000,0.000000,0.000000,-0.288934,-0.068082
2026-07-24 02:00:00,51.000000,4.500000,,datagouv,19.100000,0.000000,3.365780,0.000000,0.000000,0.000000,-0.285176,-0.067379
2026-07-24 03:00:00,56.000000,4.300000,,datagouv,18.000000,0.000000,3.216190,0.000000,0.000000,0.000000,-0.278199,-0.065517
2026-07-24 04:00:00,59.000000,3.500000,,datagouv,17.100000,0.000000,2.617829,0.000000,0.059770,0.044902,-0.013764,0.003716
2026-07-24 05:00:00,59.000000,4.500000,,datagouv,17.200000,0.000000,3.365780,0.000000,0.701125,0.526713,-0.013748,0.004966
2026-07-24 06:00:00,55.000000,3.400000,,datagouv,18.900000,86.111111,2.543034,0.310000,1.508110,1.132953,0.271334,0.082423
2026-07-24 07:00:00,50.000000,6.400000,,datagouv,20.600000,255.555556,4.786887,0.920000,2.291756,1.721659,0.741425,0.223452
2026-07-24 08:00:00,44.000000,5.500000,,datagouv,22.700000,416.666667,4.113731,1.500000,2.998657,2.252711,1.220399,0.371610
